,id,reactions.data,reactions.paging.cursors.before,reactions.paging.cursors.after,reactions.summary.total_count
0,3274665159216990_3274852839198222,"[{'id': '3274665159216990', 'name': 'Guntur Wicaksono', 'type': 'LIKE'}]",QVFIUlczeDZAwd1ZAjMUpKWnh6cW1ON05felo0S0xYUWU2M3BJWDdnNlZAoZAlpvREwzeVVSWXhEejdmX2F1aHFqV0JJQ01MS2VCeXF5TGZALSTVpRVAybi1ZAM0NB,QVFIUlczeDZAwd1ZAjMUpKWnh6cW1ON05felo0S0xYUWU2M3BJWDdnNlZAoZAlpvREwzeVVSWXhEejdmX2F1aHFqV0JJQ01MS2VCeXF5TGZALSTVpRVAybi1ZAM0NB,1
